name,category,value,complexity,size_mb,path
3a238fe7-50d5-4b65-9b9e-95b1f6a2c9c8.toml,AI/ML,1.00,N/A,0.002,/Users/steven/.qwen/qodo-agents/3a238fe7-50d5-4b65-9b9e-95b1f6a2c9c8.toml
security_reminder_hook.py,AI/ML,0.00,low,0.01,/Users/steven/.qwen/security-guidance/1.0.0/hooks/security_reminder_hook.py
hooks.json,AI/ML,0.00,N/A,0.0,/Users/steven/.qwen/security-guidance/1.0.0/hooks/hooks.json
cross-agent-integration.mdc,Automation Scripts,0.00,N/A,0.001,/Users/steven/.qwen/rules/cross-agent-integration.mdc
exceptional-output-system.mdc,AI/ML,1.00,N/A,0.002,/Users/steven/.qwen/rules/exceptional-output-system.mdc
superpowers.mdc,AI/ML,1.00,N/A,0.003,/Users/steven/.qwen/rules/superpowers.mdc
learned-context.mdc,Automation Scripts,0.00,N/A,0.001,/Users/steven/.qwen/rules/learned-context.mdc
README.md,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/templates/README.md
template.md,Automation Scripts,1.00,N/A,0.001,/Users/steven/.qwen/templates/git-ai-agents/template.md
template.md,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/templates/git-ai-agent-system/template.md
template.md,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/templates/git-ai-skills/template.md
execute-plan.md,Automation Scripts,0.00,N/A,0.0,/Users/steven/.qwen/commands/execute-plan.md
write-plan.md,Automation Scripts,1.00,N/A,0.0,/Users/steven/.qwen/commands/write-plan.md
brainstorm.md,AI/ML,1.00,N/A,0.0,/Users/steven/.qwen/commands/brainstorm.md
SKILL.md,AI/ML,0.00,N/A,0.018,/Users/steven/.qwen/skills/command-development/SKILL.md
SKILL.md,Automation Scripts,1.00,N/A,0.001,/Users/steven/.qwen/skills/narrative-blueprints/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.004,/Users/steven/.qwen/skills/telegram-access/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.01,/Users/steven/.qwen/skills/build-mcp-server/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.022,/Users/steven/.qwen/skills/skill-development/SKILL.md
SKILL.md,Automation Scripts,0.00,N/A,0.022,/Users/steven/.qwen/skills/tooluniverse/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.004,/Users/steven/.qwen/skills/discord-access/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.003,/Users/steven/.qwen/skills/systematic-debugging/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.003,/Users/steven/.qwen/skills/workspace-ecosystem-audit/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.005,/Users/steven/.qwen/skills/cursor-integration/SKILL.md
SKILL.md,AI/ML,0.00,N/A,0.008,/Users/steven/.qwen/skills/writing-rules/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.004,/Users/steven/.qwen/skills/playground/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.0,/Users/steven/.qwen/skills/git-ai-assistant/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.008,/Users/steven/.qwen/skills/sora/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.01,/Users/steven/.qwen/skills/automation-recommender/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.006,/Users/steven/.qwen/skills/claude-md-improver/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.021,/Users/steven/.qwen/skills/setup-tooluniverse/SKILL.md
SKILL.md,Automation Scripts,0.00,N/A,0.01,/Users/steven/.qwen/skills/devtu-optimize-descriptions/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.019,/Users/steven/.qwen/skills/devtu-optimize-skills/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.016,/Users/steven/.qwen/skills/build-mcp-app/SKILL.md
SKILL.md,AI/ML,0.00,N/A,0.012,/Users/steven/.qwen/skills/plugin-settings/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.003,/Users/steven/.qwen/skills/imessage-configure/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.013,/Users/steven/.qwen/skills/plugin-structure/SKILL.md
SKILL.md,Web Development,1.00,N/A,0.007,/Users/steven/.qwen/skills/build-mcpb/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.019,/Users/steven/.qwen/skills/math-olympiad/SKILL.md
SKILL.md,Automation Scripts,1.00,N/A,0.004,/Users/steven/.qwen/skills/telegram-configure/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.004,/Users/steven/.qwen/skills/self-improvement/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.009,/Users/steven/.qwen/skills/devtu-fix-tool/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.003,/Users/steven/.qwen/skills/session-report/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.005,/Users/steven/.qwen/skills/git-ai-cursor-integration/SKILL.md
SKILL.md,Automation Scripts,1.00,N/A,0.031,/Users/steven/.qwen/skills/skill-creator/SKILL.md
SKILL.md,AI/ML,0.00,N/A,0.041,/Users/steven/.qwen/skills/tooluniverse-clinical-trial-design/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/skills/self-assistance/SKILL.md
SKILL.md,AI/ML,0.00,N/A,0.015,/Users/steven/.qwen/skills/hook-development/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.005,/Users/steven/.qwen/skills/imessage-access/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.007,/Users/steven/.qwen/skills/managing-ecosystem-cleanup/SKILL.md
README.md,AI/ML,1.00,N/A,0.004,/Users/steven/.qwen/skills/ice-tracker-integration/README.md
SKILL.md,AI/ML,1.00,N/A,0.004,/Users/steven/.qwen/skills/ice-tracker-integration/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.004,/Users/steven/.qwen/skills/frontend-design/SKILL.md
SKILL.md,Automation Scripts,1.00,N/A,0.011,/Users/steven/.qwen/skills/tooluniverse-sequence-retrieval/SKILL.md
SKILL.md,AI/ML,0.00,N/A,0.012,/Users/steven/.qwen/skills/mcp-integration/SKILL.md
SKILL.md,Automation Scripts,1.00,N/A,0.004,/Users/steven/.qwen/skills/discord-configure/SKILL.md
SKILL.md,AI/ML,1.00,N/A,0.002,/Users/steven/.qwen/skills/ecosystem-navigation/SKILL.md
SKILL.md,Automation Scripts,0.00,N/A,0.01,/Users/steven/.qwen/skills/agent-development/SKILL.md
5d075f84-12be-4eaa-a0be-3afed4e569ef.json,General,0.00,N/A,0.001,/Users/steven/.qwen/todos/5d075f84-12be-4eaa-a0be-3afed4e569ef.json
edb931e7-4657-4e54-8582-8f2e25fb0924.json,General,0.00,N/A,0.001,/Users/steven/.qwen/todos/edb931e7-4657-4e54-8582-8f2e25fb0924.json
30e8e56f-96ff-43c2-a33e-612a0e0ba85f.json,General,0.00,N/A,0.001,/Users/steven/.qwen/todos/30e8e56f-96ff-43c2-a33e-612a0e0ba85f.json
0ac5a356-c400-402a-a9d9-1f9f91c4be66.json,Automation Scripts,0.00,N/A,0.001,/Users/steven/.qwen/todos/0ac5a356-c400-402a-a9d9-1f9f91c4be66.json
7c5cd1b1-8453-4d18-a401-0d941cfe44b8.json,AI/ML,0.00,N/A,0.0,/Users/steven/.qwen/todos/7c5cd1b1-8453-4d18-a401-0d941cfe44b8.json
0c33aea4-7bee-45ed-bada-725c0e4ddeec.json,General,0.00,N/A,0.001,/Users/steven/.qwen/todos/0c33aea4-7bee-45ed-bada-725c0e4ddeec.json
f36e2a9b-cdfe-4002-b9a1-58972be3587c.json,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/todos/f36e2a9b-cdfe-4002-b9a1-58972be3587c.json
a77a2bc9-9c8b-4417-a422-fd300c5cee2e.json,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/todos/a77a2bc9-9c8b-4417-a422-fd300c5cee2e.json
765e92ab-7781-49cf-b9fd-9a61c82ae4ed.json,Web Development,1.00,N/A,0.0,/Users/steven/.qwen/todos/765e92ab-7781-49cf-b9fd-9a61c82ae4ed.json
b705325b-d112-44a9-bfd3-0bd1cd9d8a9a.json,General,0.00,N/A,0.001,/Users/steven/.qwen/todos/b705325b-d112-44a9-bfd3-0bd1cd9d8a9a.json
acf83beb-953f-4424-b266-c4992b263f2f.json,Web Development,1.00,N/A,0.001,/Users/steven/.qwen/todos/acf83beb-953f-4424-b266-c4992b263f2f.json
e08f3425-77e2-4a91-b124-51dcf79547ba.json,Automation Scripts,0.00,N/A,0.001,/Users/steven/.qwen/todos/e08f3425-77e2-4a91-b124-51dcf79547ba.json
ca72e32c-e41b-4893-bb36-658c3ba4aad7.json,General,0.00,N/A,0.001,/Users/steven/.qwen/todos/ca72e32c-e41b-4893-bb36-658c3ba4aad7.json
ae1bced4-c07e-43e0-8655-579082616b1f.json,AI/ML,0.00,N/A,0.0,/Users/steven/.qwen/todos/ae1bced4-c07e-43e0-8655-579082616b1f.json
896fcea1-6016-4911-8ba2-d6bc7c6d6b60.json,Data Analysis,0.00,N/A,0.002,/Users/steven/.qwen/todos/896fcea1-6016-4911-8ba2-d6bc7c6d6b60.json
c4c6a857-95ae-4d30-9526-d3884413d235.json,Automation Scripts,1.00,N/A,0.001,/Users/steven/.qwen/todos/c4c6a857-95ae-4d30-9526-d3884413d235.json
ee17a8c3-76fb-47df-9e76-c36bd3ae1eec.json,Automation Scripts,0.00,N/A,0.001,/Users/steven/.qwen/todos/ee17a8c3-76fb-47df-9e76-c36bd3ae1eec.json
cd51239a-12bd-443b-9237-ad53850bf560.json,General,1.00,N/A,0.001,/Users/steven/.qwen/todos/cd51239a-12bd-443b-9237-ad53850bf560.json
55987f2e-52fe-409a-9551-a94d3abe0236.json,General,0.00,N/A,0.001,/Users/steven/.qwen/todos/55987f2e-52fe-409a-9551-a94d3abe0236.json
a27e88b8-ed86-4b0b-91f2-61ac79c7cb6a.json,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/todos/a27e88b8-ed86-4b0b-91f2-61ac79c7cb6a.json
f42e37fc-a027-40c7-9ccf-3fd41631d9d1.json,General,0.00,N/A,0.001,/Users/steven/.qwen/todos/f42e37fc-a027-40c7-9ccf-3fd41631d9d1.json
324ab3a2-4a96-47c2-a2f6-b26a703ba735.json,General,0.00,N/A,0.002,/Users/steven/.qwen/todos/324ab3a2-4a96-47c2-a2f6-b26a703ba735.json
b3740047-a12c-46e8-8f9a-94735547aa50.json,Data Analysis,0.00,N/A,0.001,/Users/steven/.qwen/todos/b3740047-a12c-46e8-8f9a-94735547aa50.json
6bad3c53-457b-43ca-9d66-b7d461c43936.json,General,0.00,N/A,0.001,/Users/steven/.qwen/todos/6bad3c53-457b-43ca-9d66-b7d461c43936.json
9187e782-3981-4883-90b5-586a2d6d7d93.json,General,0.00,N/A,0.0,/Users/steven/.qwen/todos/9187e782-3981-4883-90b5-586a2d6d7d93.json
362891f7-8350-484e-aa88-45ee696ca70d.json,General,1.00,N/A,0.001,/Users/steven/.qwen/todos/362891f7-8350-484e-aa88-45ee696ca70d.json
a1fa4aba-5ab5-491e-a51a-3c6a682dcd13.json,Web Development,0.00,N/A,0.001,/Users/steven/.qwen/todos/a1fa4aba-5ab5-491e-a51a-3c6a682dcd13.json
965825fd-9922-4482-bb81-9c51058af73b.json,Automation Scripts,2.00,N/A,0.001,/Users/steven/.qwen/todos/965825fd-9922-4482-bb81-9c51058af73b.json
955964e9-95a4-40ce-a435-be46fa377c5e.json,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/todos/955964e9-95a4-40ce-a435-be46fa377c5e.json
4607515d-95d4-4cf3-a3b3-4410f03c35f1.json,Automation Scripts,0.00,N/A,0.001,/Users/steven/.qwen/todos/4607515d-95d4-4cf3-a3b3-4410f03c35f1.json
e4e1c52e-5bfd-42ef-958f-1a140ae04501.json,AI/ML,0.00,N/A,0.001,/Users/steven/.qwen/todos/e4e1c52e-5bfd-42ef-958f-1a140ae04501.json
c1b0c559-c077-4696-858b-0fd488349313.json,Data Analysis,0.00,N/A,0.001,/Users/steven/.qwen/todos/c1b0c559-c077-4696-858b-0fd488349313.json
5a93174f-891e-4531-9b1c-7d1339baecb8.json,General,0.00,N/A,0.001,/Users/steven/.qwen/todos/5a93174f-891e-4531-9b1c-7d1339baecb8.json
2f2e1ead-3ab9-44d1-828d-657c25dc3fe8.json,AI/ML,1.00,N/A,0.0,/Users/steven/.qwen/todos/2f2e1ead-3ab9-44d1-828d-657c25dc3fe8.json
9fde6fc3-f1de-4f39-aab1-5cf65ca5cb8c.json,Web Development,0.00,N/A,0.001,/Users/steven/.qwen/todos/9fde6fc3-f1de-4f39-aab1-5cf65ca5cb8c.json
0dd9905d-c08b-4784-acdb-8f2fa0365309.json,Web Development,0.00,N/A,0.001,/Users/steven/.qwen/todos/0dd9905d-c08b-4784-acdb-8f2fa0365309.json
4186c334-5f53-47c5-9eca-c6521536561b.json,AI/ML,0.00,N/A,0.001,/Users/steven/.qwen/todos/4186c334-5f53-47c5-9eca-c6521536561b.json
2ff33e24-db3b-49df-a20d-c734df333174.json,Automation Scripts,1.00,N/A,0.001,/Users/steven/.qwen/todos/2ff33e24-db3b-49df-a20d-c734df333174.json
aea3a160-441f-49da-b18c-914326bd7af3.json,General,0.00,N/A,0.001,/Users/steven/.qwen/todos/aea3a160-441f-49da-b18c-914326bd7af3.json
fc762c0c-1053-4ccc-b2d0-057f163ae3fa.json,Data Analysis,0.00,N/A,0.001,/Users/steven/.qwen/todos/fc762c0c-1053-4ccc-b2d0-057f163ae3fa.json
fb5e5aac-9921-45a2-b148-f1307da96a04.json,Automation Scripts,2.00,N/A,0.001,/Users/steven/.qwen/todos/fb5e5aac-9921-45a2-b148-f1307da96a04.json
05551882-ac4c-4531-861c-8783549e54b4.json,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/todos/05551882-ac4c-4531-861c-8783549e54b4.json
63f465c8-81bf-40c6-81d6-ef3faf7784b1.json,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/todos/63f465c8-81bf-40c6-81d6-ef3faf7784b1.json
ce22cfd0-2a61-449f-a6d5-f2551a57cb6d.json,General,0.00,N/A,0.001,/Users/steven/.qwen/todos/ce22cfd0-2a61-449f-a6d5-f2551a57cb6d.json
d45c078f-2886-4b0f-a6ee-031fcd4929da.json,Automation Scripts,1.00,N/A,0.0,/Users/steven/.qwen/todos/d45c078f-2886-4b0f-a6ee-031fcd4929da.json
af4d43d8-7c53-4530-8dba-cc5620e0c9b6.json,Automation Scripts,1.00,N/A,0.001,/Users/steven/.qwen/todos/af4d43d8-7c53-4530-8dba-cc5620e0c9b6.json
be3b3807-5d94-45a2-b56d-dca699aa1f11.json,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/todos/be3b3807-5d94-45a2-b56d-dca699aa1f11.json
b6ee8808-f1fc-46d9-b9a5-cbccb476ec73.json,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/todos/b6ee8808-f1fc-46d9-b9a5-cbccb476ec73.json
e327a947-e23f-4fcb-96aa-1899f7390845.json,Automation Scripts,0.00,N/A,0.001,/Users/steven/.qwen/todos/e327a947-e23f-4fcb-96aa-1899f7390845.json
84e3523c-f978-4ed8-a921-548f2f8cf504.json,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/todos/84e3523c-f978-4ed8-a921-548f2f8cf504.json
7dd0d838-cee4-4b66-8699-571271c0b66f.json,Data Analysis,0.00,N/A,0.001,/Users/steven/.qwen/todos/7dd0d838-cee4-4b66-8699-571271c0b66f.json
d8a7fffd-8788-4a54-bb53-0dcfc44b44d2.json,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/todos/d8a7fffd-8788-4a54-bb53-0dcfc44b44d2.json
f5928a10-3887-4a71-bfb1-0448700a3384.json,Automation Scripts,1.00,N/A,0.001,/Users/steven/.qwen/todos/f5928a10-3887-4a71-bfb1-0448700a3384.json
0cc53f4c-6a45-45e3-9506-db6e6540142c.json,General,0.00,N/A,0.002,/Users/steven/.qwen/todos/0cc53f4c-6a45-45e3-9506-db6e6540142c.json
dbb2f4ae-9d44-4fe2-9dec-29444343bc41.json,Automation Scripts,1.00,N/A,0.001,/Users/steven/.qwen/todos/dbb2f4ae-9d44-4fe2-9dec-29444343bc41.json
3880223c-3646-4231-99f9-9e60ae3bb53b.json,AI/ML,2.00,N/A,0.001,/Users/steven/.qwen/todos/3880223c-3646-4231-99f9-9e60ae3bb53b.json
1d24fa28-72e2-473d-b5e2-9c2040b111dd.json,Web Development,1.00,N/A,0.001,/Users/steven/.qwen/todos/1d24fa28-72e2-473d-b5e2-9c2040b111dd.json
97b2b0a1-5817-4c6c-a7f1-1cefdb1bc39c.json,Automation Scripts,1.00,N/A,0.0,/Users/steven/.qwen/todos/97b2b0a1-5817-4c6c-a7f1-1cefdb1bc39c.json
84adc61b-11c6-4107-8e36-0002116cb567.json,AI/ML,0.00,N/A,0.002,/Users/steven/.qwen/todos/84adc61b-11c6-4107-8e36-0002116cb567.json
bdb35c94-243e-49be-ac66-90c7ed5e2e5b.json,AI/ML,1.00,N/A,0.0,/Users/steven/.qwen/todos/bdb35c94-243e-49be-ac66-90c7ed5e2e5b.json
6231d116-4821-459d-9ec8-41902d2c16d5.json,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/todos/6231d116-4821-459d-9ec8-41902d2c16d5.json
d29eee56-99a2-4b5a-bdd8-54f3b0ea27a0.json,General,0.00,N/A,0.0,/Users/steven/.qwen/todos/d29eee56-99a2-4b5a-bdd8-54f3b0ea27a0.json
020cf543-1f84-4942-aaa5-669737097b9b.json,Automation Scripts,1.00,N/A,0.0,/Users/steven/.qwen/todos/020cf543-1f84-4942-aaa5-669737097b9b.json
698551cc-f521-4f0f-a658-7ed93e3b73ed.json,Web Development,1.00,N/A,0.001,/Users/steven/.qwen/todos/698551cc-f521-4f0f-a658-7ed93e3b73ed.json
b0ab902a-231e-4bd6-97d9-91c39a7a5bf1.json,Data Analysis,0.00,N/A,0.001,/Users/steven/.qwen/todos/b0ab902a-231e-4bd6-97d9-91c39a7a5bf1.json
a42e1f7c-2933-40a1-b68e-867887b626fe.json,Automation Scripts,0.00,N/A,0.001,/Users/steven/.qwen/todos/a42e1f7c-2933-40a1-b68e-867887b626fe.json
5cf7182a-ffd2-4abf-a6ed-e0ebeb3ffa2c.json,Automation Scripts,2.00,N/A,0.001,/Users/steven/.qwen/todos/5cf7182a-ffd2-4abf-a6ed-e0ebeb3ffa2c.json
81bca729-146b-4f17-8db5-3833225c7ea4.json,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/todos/81bca729-146b-4f17-8db5-3833225c7ea4.json
da6fa24a-f08b-40fd-9f29-c597e777a5eb.json,Automation Scripts,1.00,N/A,0.001,/Users/steven/.qwen/todos/da6fa24a-f08b-40fd-9f29-c597e777a5eb.json
eddcd320-b198-4f3b-9106-9e6bb41d2dee.json,AI/ML,0.00,N/A,0.0,/Users/steven/.qwen/todos/eddcd320-b198-4f3b-9106-9e6bb41d2dee.json
0e92b1f0-c421-456c-a6a7-f7ef112b1216.json,Automation Scripts,1.00,N/A,0.001,/Users/steven/.qwen/todos/0e92b1f0-c421-456c-a6a7-f7ef112b1216.json
98bc8ec5-ab4a-484d-b3be-4be67cf0c68f.json,Web Development,1.00,N/A,0.001,/Users/steven/.qwen/todos/98bc8ec5-ab4a-484d-b3be-4be67cf0c68f.json
0f9fa663-477d-4bb6-a1d9-3b80e0dda2b9.json,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/todos/0f9fa663-477d-4bb6-a1d9-3b80e0dda2b9.json
35740c9e-4256-492b-b05c-4749c6e3bb5b.json,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/todos/35740c9e-4256-492b-b05c-4749c6e3bb5b.json
72ab755f-059e-485d-9d54-1c8be8517603.json,General,0.00,N/A,0.001,/Users/steven/.qwen/todos/72ab755f-059e-485d-9d54-1c8be8517603.json
40bad0a7-71fe-441a-a8cd-4bfd99c5ae81.json,General,0.00,N/A,0.001,/Users/steven/.qwen/todos/40bad0a7-71fe-441a-a8cd-4bfd99c5ae81.json
e4b56d59-9b38-4927-ae68-83f4c1a1f8de.json,Automation Scripts,0.00,N/A,0.0,/Users/steven/.qwen/todos/e4b56d59-9b38-4927-ae68-83f4c1a1f8de.json
5f46bb76-4c5b-4625-8c04-f09bcc860909.json,Automation Scripts,1.00,N/A,0.001,/Users/steven/.qwen/todos/5f46bb76-4c5b-4625-8c04-f09bcc860909.json
676453a9-75f4-4a1a-bcd8-5ed8f0f46762.json,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/todos/676453a9-75f4-4a1a-bcd8-5ed8f0f46762.json
81f3fed9-d89b-4630-88fc-91a7ed15458c.json,Automation Scripts,1.00,N/A,0.001,/Users/steven/.qwen/todos/81f3fed9-d89b-4630-88fc-91a7ed15458c.json
9a3af499-7ba2-4937-8909-a63b1383b4b1.json,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/todos/9a3af499-7ba2-4937-8909-a63b1383b4b1.json
a11abca6-d14f-4b32-bcfc-0bc939422044.json,General,1.00,N/A,0.002,/Users/steven/.qwen/todos/a11abca6-d14f-4b32-bcfc-0bc939422044.json
132b1437-dc9b-47a8-aa80-78c30d3c5691.json,Data Analysis,0.00,N/A,0.001,/Users/steven/.qwen/todos/132b1437-dc9b-47a8-aa80-78c30d3c5691.json
09206e4f-48fe-40ee-ad5f-2e3bb2f34181.json,Automation Scripts,0.00,N/A,0.001,/Users/steven/.qwen/todos/09206e4f-48fe-40ee-ad5f-2e3bb2f34181.json
2ee254bc-ae4c-43f6-94c9-a5497c7d1d47.json,Automation Scripts,0.00,N/A,0.001,/Users/steven/.qwen/todos/2ee254bc-ae4c-43f6-94c9-a5497c7d1d47.json
8976f870-39db-41bd-811b-b09cf21f3fdb.json,Data Analysis,1.00,N/A,0.002,/Users/steven/.qwen/todos/8976f870-39db-41bd-811b-b09cf21f3fdb.json
dbaab5bc-351a-463b-b059-c0d9490d3d27.json,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/todos/dbaab5bc-351a-463b-b059-c0d9490d3d27.json
c9cc7e8b-0f66-49dd-a65e-d74e78e36a53.json,General,0.00,N/A,0.001,/Users/steven/.qwen/todos/c9cc7e8b-0f66-49dd-a65e-d74e78e36a53.json
b432e090-9c1a-4ae8-8cff-38a8c9635158.json,Automation Scripts,0.00,N/A,0.0,/Users/steven/.qwen/todos/b432e090-9c1a-4ae8-8cff-38a8c9635158.json
ff458e17-0e04-433e-b5ee-12cc4ffb3e46.json,General,0.00,N/A,0.001,/Users/steven/.qwen/todos/ff458e17-0e04-433e-b5ee-12cc4ffb3e46.json
c35952af-198f-470e-a1f7-327126562cd4.json,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/todos/c35952af-198f-470e-a1f7-327126562cd4.json
README.md,AI/ML,1.00,N/A,0.002,/Users/steven/.qwen/explanatory-output-style/2cd88e7947b7/README.md
session-start.sh,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/explanatory-output-style/2cd88e7947b7/hooks-handlers/session-start.sh
hooks.json,AI/ML,0.00,N/A,0.0,/Users/steven/.qwen/explanatory-output-style/2cd88e7947b7/hooks/hooks.json
README.md,AI/ML,1.00,N/A,0.002,/Users/steven/.qwen/explanatory-output-style/latest/README.md
session-start.sh,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/explanatory-output-style/latest/hooks-handlers/session-start.sh
hooks.json,AI/ML,0.00,N/A,0.0,/Users/steven/.qwen/explanatory-output-style/latest/hooks/hooks.json
README.md,AI/ML,1.00,N/A,0.002,/Users/steven/.qwen/explanatory-output-style/27d2b86d72da/README.md
session-start.sh,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/explanatory-output-style/27d2b86d72da/hooks-handlers/session-start.sh
hooks.json,AI/ML,0.00,N/A,0.0,/Users/steven/.qwen/explanatory-output-style/27d2b86d72da/hooks/hooks.json
README.md,AI/ML,1.00,N/A,0.002,/Users/steven/.qwen/explanatory-output-style/236752ad9ab3/README.md
session-start.sh,AI/ML,1.00,N/A,0.001,/Users/steven/.qwen/explanatory-output-style/236752ad9ab3/hooks-handlers/session-start.sh
hooks.json,AI/ML,0.00,N/A,0.0,/Users/steven/.qwen/explanatory-output-style/236752ad9ab3/hooks/hooks.json
README.md,Automation Scripts,0.00,N/A,0.006,/Users/steven/.qwen/commit-commands/2cd88e7947b7/README.md
commit-push-pr.md,Automation Scripts,1.00,N/A,0.001,/Users/steven/.qwen/commit-commands/2cd88e7947b7/commands/commit-push-pr.md
clean_gone.md,Automation Scripts,0.00,N/A,0.002,/Users/steven/.qwen/commit-commands/2cd88e7947b7/commands/clean_gone.md
commit.md,Automation Scripts,0.00,N/A,0.001,/Users/steven/.qwen/commit-commands/2cd88e7947b7/commands/commit.md
README.md,Automation Scripts,0.00,N/A,0.006,/Users/steven/.qwen/commit-commands/27d2b86d72da/README.md
commit-push-pr.md,Automation Scripts,1.00,N/A,0.001,/Users/steven/.qwen/commit-commands/27d2b86d72da/commands/commit-push-pr.md
clean_gone.md,Automation Scripts,0.00,N/A,0.002,/Users/steven/.qwen/commit-commands/27d2b86d72da/commands/clean_gone.md
commit.md,Automation Scripts,0.00,N/A,0.001,/Users/steven/.qwen/commit-commands/27d2b86d72da/commands/commit.md
README.md,Automation Scripts,0.00,N/A,0.006,/Users/steven/.qwen/commit-commands/236752ad9ab3/README.md
commit-push-pr.md,Automation Scripts,1.00,N/A,0.001,/Users/steven/.qwen/commit-commands/236752ad9ab3/commands/commit-push-pr.md
clean_gone.md,Automation Scripts,0.00,N/A,0.002,/Users/steven/.qwen/commit-commands/236752ad9ab3/commands/clean_gone.md
commit.md,Automation Scripts,0.00,N/A,0.001,/Users/steven/.qwen/commit-commands/236752ad9ab3/commands/commit.md
logs.json,AI/ML,1.00,N/A,0.015,/Users/steven/.qwen/tmp/ce34f776b3fd5f5c0f7c97cc48030afddbff226cbde0a7d4e4c26a138dacce97/logs.json
call_b519f8ea665b4f4483c3531f.output,General,0.00,N/A,0.027,/Users/steven/.qwen/tmp/ce34f776b3fd5f5c0f7c97cc48030afddbff226cbde0a7d4e4c26a138dacce97/call_b519f8ea665b4f4483c3531f.output
logs.json,AI/ML,1.00,N/A,0.037,/Users/steven/.qwen/tmp/3938e0b35481cfc3ef889bc10a4b215df821b404990beeff3d3610686ee98719/logs.json
call_f55880e275d74a61b67bf73f.output,Data Analysis,2.00,N/A,0.026,/Users/steven/.qwen/tmp/3938e0b35481cfc3ef889bc10a4b215df821b404990beeff3d3610686ee98719/call_f55880e275d74a61b67bf73f.output
call_342842e70cdd495c93437cdc.output,AI/ML,1.00,N/A,0.033,/Users/steven/.qwen/tmp/3938e0b35481cfc3ef889bc10a4b215df821b404990beeff3d3610686ee98719/call_342842e70cdd495c93437cdc.output
call_a24fbfd2ec664a88be4e2cb7.output,Automation Scripts,0.00,N/A,0.037,/Users/steven/.qwen/tmp/3938e0b35481cfc3ef889bc10a4b215df821b404990beeff3d3610686ee98719/call_a24fbfd2ec664a88be4e2cb7.output
logs.json,Web Development,0.00,N/A,0.01,/Users/steven/.qwen/tmp/e0a0938f874f88e47dc4c9361d356a1fca0a1ecf1e2d396bb21e33584bcecdf9/logs.json
logs.json,General,0.00,N/A,0.001,/Users/steven/.qwen/tmp/772b8b374c34d2f73fad376dff0b2fb7581667f7059515812368e1fb4d6c29f8/logs.json
logs.json,AI/ML,1.00,N/A,0.05,/Users/steven/.qwen/tmp/ec25193d859a7648c4134fd7d1a6c1a2bc9b4c6adbcad6b1f420f9062abfae46/logs.json
