name,category,value,complexity,size_mb,path
rollout-2026-01-19T00-45-49-019bd4c9-bea9-7e00-876a-10a43a68688e.jsonl,AI/ML,1.00,N/A,0.02,/Users/steven/iterm2/Codex/sessions/2026/01/19/rollout-2026-01-19T00-45-49-019bd4c9-bea9-7e00-876a-10a43a68688e.jsonl
rollout-2026-01-19T01-01-29-019bd4d8-12ca-7450-bd2c-1894fbdadfcc.jsonl,General,0.00,N/A,4.604,/Users/steven/iterm2/Codex/sessions/2026/01/19/rollout-2026-01-19T01-01-29-019bd4d8-12ca-7450-bd2c-1894fbdadfcc.jsonl
rollout-2026-01-19T00-45-49-019bd4c9-bdc1-7c11-b4ec-b1071fd59c5e.jsonl,General,0.00,N/A,2.61,/Users/steven/iterm2/Codex/sessions/2026/01/19/rollout-2026-01-19T00-45-49-019bd4c9-bdc1-7c11-b4ec-b1071fd59c5e.jsonl
rollout-2026-01-15T19-18-53-019bc42b-5693-7b81-9ea6-36c5b070eb6b.jsonl,AI/ML,1.00,N/A,0.442,/Users/steven/iterm2/Codex/sessions/2026/01/15/rollout-2026-01-15T19-18-53-019bc42b-5693-7b81-9ea6-36c5b070eb6b.jsonl
rollout-2026-01-15T22-53-54-019bc4f0-3197-7360-bb45-a715258c9e24.jsonl,AI/ML,1.00,N/A,0.035,/Users/steven/iterm2/Codex/sessions/2026/01/15/rollout-2026-01-15T22-53-54-019bc4f0-3197-7360-bb45-a715258c9e24.jsonl
rollout-2026-01-15T19-18-53-019bc42b-571b-73c0-b09b-daacacc90e16.jsonl,AI/ML,1.00,N/A,0.048,/Users/steven/iterm2/Codex/sessions/2026/01/15/rollout-2026-01-15T19-18-53-019bc42b-571b-73c0-b09b-daacacc90e16.jsonl
default.rules,AI/ML,1.00,N/A,0.007,/Users/steven/iterm2/Codex/rules/default.rules
codex-tui.log,General,0.00,N/A,3.268,/Users/steven/iterm2/Codex/log/codex-tui.log
sora.zip,Automation Scripts,0.00,N/A,0.042,/Users/steven/iterm2/Codex/skills/sora.zip
SKILL.md,Automation Scripts,1.00,N/A,0.001,/Users/steven/iterm2/Codex/skills/narrative-blueprints/SKILL.md
summary_targets_20260208.md,Automation Scripts,0.00,N/A,0.008,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/summary_targets_20260208.md
inventory_targets_20260208.json,Data Analysis,0.00,N/A,0.706,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/inventory_targets_20260208.json
SKILL.md,AI/ML,1.00,N/A,0.003,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/SKILL.md
inventory.json,General,0.00,N/A,59.412,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/inventory.json
claude_inventory.json,AI/ML,0.00,N/A,11.613,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/claude_inventory.json
targets.md,AI/ML,0.00,N/A,0.0,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/references/targets.md
openai.yaml,AI/ML,1.00,N/A,0.0,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/agents/openai.yaml
inventory.py,General,0.00,low,0.004,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/scripts/inventory.py
migration_mapping.csv,AI/ML,1.00,N/A,0.011,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/migration_mapping.csv
ecosystem_agent.db,General,0.00,N/A,0.027,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/ecosystem_agent.db
ChatGPT.md,Automation Scripts,1.00,N/A,0.145,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/ChatGPT.md
SOCIAL_MEDIA_STRATEGY.md,AI/ML,1.00,N/A,0.008,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/SOCIAL_MEDIA_STRATEGY.md
AVATARARTS_STRATEGIC_IMPLEMENTATION_PLAN.md,Automation Scripts,2.00,N/A,0.009,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/AVATARARTS_STRATEGIC_IMPLEMENTATION_PLAN.md
ds5.html,Web Development,1.00,N/A,0.051,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/ds5.html
qwen_conversations_export_advanced_backup_20260116_160225.html,Automation Scripts,2.00,N/A,0.3,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/qwen_conversations_export_advanced_backup_20260116_160225.html
pythons_quick_reference.md,Automation Scripts,2.00,N/A,0.002,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/pythons_quick_reference.md
QWEN.md,General,0.00,N/A,0.0,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/QWEN.md
AVATARARTS_PLATFORM_COMPLETION_CERTIFICATE.md,Data Analysis,2.00,N/A,0.006,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/AVATARARTS_PLATFORM_COMPLETION_CERTIFICATE.md
zshrc.template,General,0.00,N/A,0.0,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/zshrc.template
cursor_project_file_structure.md,AI/ML,0.00,N/A,0.016,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/cursor_project_file_structure.md
qwen_simple_space.html,Web Development,0.00,N/A,2.772,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/qwen_simple_space.html
GUMROAD_BUNDLE_4_PRODUCT_PAGE.md,Automation Scripts,0.00,N/A,0.009,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/GUMROAD_BUNDLE_4_PRODUCT_PAGE.md
settreview.txt,AI/ML,1.00,N/A,0.154,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/settreview.txt
review.txt,General,0.00,N/A,1.499,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/review.txt
gemini-fix-iterm.txt,AI/ML,0.00,N/A,1.971,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/gemini-fix-iterm.txt
GEMINI-universal-operatingv2.md,Automation Scripts,2.00,N/A,0.003,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/GEMINI-universal-operatingv2.md
NON_AVATARARTS_COMPLETE_ANALYSIS.csv,Data Analysis,0.00,N/A,0.035,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/NON_AVATARARTS_COMPLETE_ANALYSIS.csv
consolidation_ai_setup.sh,AI/ML,1.00,N/A,0.017,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/consolidation_ai_setup.sh
cursor-agent.txt,AI/ML,0.00,N/A,0.525,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/cursor-agent.txt
INVENTORY-pip-python-npm-node-brew.md,General,0.00,N/A,0.011,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/INVENTORY-pip-python-npm-node-brew.md
default.code-profile,General,0.00,N/A,0.159,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/default.code-profile
pythons_chaos_manifest.txt,AI/ML,0.00,N/A,0.572,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/pythons_chaos_manifest.txt
comparison_batches.txt,Automation Scripts,0.00,N/A,0.003,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/comparison_batches.txt
real_python_scripts.csv,Automation Scripts,0.00,N/A,1.454,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/real_python_scripts.csv
batch3_categorization_plan.txt,AI/ML,1.00,N/A,0.002,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/batch3_categorization_plan.txt
XSH_TOOL_DOCUMENTATION.md,Automation Scripts,1.00,N/A,0.002,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/XSH_TOOL_DOCUMENTATION.md
vault_comparison_full.txt,General,0.00,N/A,0.0,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/vault_comparison_full.txt
DOMAIN_STRATEGY_ANALYSIS.md,AI/ML,1.00,N/A,0.01,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/DOMAIN_STRATEGY_ANALYSIS.md
Untitled_2.txt,General,0.00,N/A,0.003,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/Untitled_2.txt
find_code_dupes.py,General,0.00,low,0.002,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/find_code_dupes.py
AVATARARTS_ECOSYSTEM_ANALYSIS_REPORT.md,Data Analysis,2.00,N/A,0.009,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/AVATARARTS_ECOSYSTEM_ANALYSIS_REPORT.md
research_and_seek_out_files_within_the_folders_yo,AI/ML,1.00,N/A,0.305,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/research_and_seek_out_files_within_the_folders_yo
AVATARARTS_PRODUCTS_AND_SERVICES.md,AI/ML,2.00,N/A,0.013,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/AVATARARTS_PRODUCTS_AND_SERVICES.md
hidden_files_recent_activity_20260205_191119.txt,AI/ML,1.00,N/A,0.011,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/hidden_files_recent_activity_20260205_191119.txt
EXTENDED_HOME_FINDINGS.md,Data Analysis,1.00,N/A,0.013,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/EXTENDED_HOME_FINDINGS.md
PYTHONS_ANALYSIS_AND_IMPROVEMENTS.md,Data Analysis,0.00,N/A,0.004,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/PYTHONS_ANALYSIS_AND_IMPROVEMENTS.md
xeo-seo-etc.md,AI/ML,2.00,N/A,0.277,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/xeo-seo-etc.md
batch3_etsy_cleanup.txt,Data Analysis,1.00,N/A,0.002,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/batch3_etsy_cleanup.txt
logic_tags.txt,AI/ML,1.00,N/A,0.003,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/logic_tags.txt
UNIVERSAL_SETUP_GUIDE.md,Automation Scripts,1.00,N/A,0.001,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/UNIVERSAL_SETUP_GUIDE.md
GEMINI.md.original_backup,AI/ML,2.00,N/A,0.007,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/GEMINI.md.original_backup
BATCH2_PYTHONS_ACTIVATION_ANALYSIS.md,Automation Scripts,1.00,N/A,0.005,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/BATCH2_PYTHONS_ACTIVATION_ANALYSIS.md
EXTENDED_HOME_FINDINGS.csv,Data Analysis,1.00,N/A,0.004,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/EXTENDED_HOME_FINDINGS.csv
regex-excludes.txt,General,0.00,N/A,0.001,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/regex-excludes.txt
conversation_fuzzy_finder.sh,AI/ML,1.00,N/A,0.004,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/conversation_fuzzy_finder.sh
GPT_USERNAME_ALTERNATIVES.md,AI/ML,1.00,N/A,0.008,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/GPT_USERNAME_ALTERNATIVES.md
uv.lock,Data Analysis,0.00,N/A,0.098,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/uv.lock
BATCH1_VAULT_REPORT.txt,General,0.00,N/A,0.003,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/BATCH1_VAULT_REPORT.txt
Consolidated_Family_Tree_Report.md,AI/ML,1.00,N/A,0.006,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/Consolidated_Family_Tree_Report.md
PROGRESS_REPORT.txt,AI/ML,1.00,N/A,0.005,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/PROGRESS_REPORT.txt
ZIP_ORGANIZATION_FINAL.txt,AI/ML,1.00,N/A,0.004,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/ZIP_ORGANIZATION_FINAL.txt
Caveats,General,0.00,N/A,0.0,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/Caveats
intelli-scan.txt,AI/ML,1.00,N/A,0.99,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/intelli-scan.txt
ultra_simple_demo.sh,Automation Scripts,1.00,N/A,0.001,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/ultra_simple_demo.sh
GUMROAD_BUNDLE_STRATEGY.md,Automation Scripts,1.00,N/A,0.008,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/GUMROAD_BUNDLE_STRATEGY.md
BATCH1_FINAL_SUMMARY.md,Data Analysis,0.00,N/A,0.002,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/BATCH1_FINAL_SUMMARY.md
reorganization_preview_2026.csv,Automation Scripts,0.00,N/A,0.041,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/reorganization_preview_2026.csv
AVATARARTS_organization_analysis_20260205_083226.json,Data Analysis,1.00,N/A,0.003,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/AVATARARTS_organization_analysis_20260205_083226.json
update_music_inventory.py,Data Analysis,1.00,low,0.004,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/update_music_inventory.py
qwen_conversations_simple_clean.html,Web Development,0.00,N/A,2.737,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/qwen_conversations_simple_clean.html
ECOSYSTEM_ACTIVATION_DASHBOARD.md,Automation Scripts,2.00,N/A,0.006,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/ECOSYSTEM_ACTIVATION_DASHBOARD.md
MASTER_BEFORE_AFTER_MIGRATION.csv,Data Analysis,0.00,N/A,1.38,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/MASTER_BEFORE_AFTER_MIGRATION.csv
conversation_history_obsidian.md,AI/ML,1.00,N/A,0.004,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/conversation_history_obsidian.md
conversation_fuzzy_finder_preview.md,AI/ML,1.00,N/A,0.002,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/conversation_fuzzy_finder_preview.md
scan_results.csv,AI/ML,1.00,N/A,0.218,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/scan_results.csv
rename_suno_uuids.py,Data Analysis,0.00,low,0.003,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/rename_suno_uuids.py
consolidate_into_masterxeo.sh,General,1.00,N/A,0.01,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/consolidate_into_masterxeo.sh
CONVERSATION-EXPORT.md,General,0.00,N/A,0.012,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/CONVERSATION-EXPORT.md
AVATARARTS_PROJECT_COMPLETION_SUMMARY.md,Data Analysis,1.00,N/A,0.008,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/AVATARARTS_PROJECT_COMPLETION_SUMMARY.md
filesystem_user_guide.md,AI/ML,1.00,N/A,0.006,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/filesystem_user_guide.md
GUMROAD_PHASE_3_SUMMARY.md,Automation Scripts,2.00,N/A,0.011,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/GUMROAD_PHASE_3_SUMMARY.md
structural_dedupe_report.csv,Data Analysis,0.00,N/A,1.353,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/structural_dedupe_report.csv
demo_ecosystem_assets.csv,Data Analysis,0.00,N/A,9.271,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/demo_ecosystem_assets.csv
comprehensive_python_scan_results.json,General,0.00,N/A,4.786,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/comprehensive_python_scan_results.json
tools_analysis_report.json,Automation Scripts,0.00,N/A,0.005,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/tools_analysis_report.json
implement_intuitive_organization.sh,Data Analysis,1.00,N/A,0.01,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/implement_intuitive_organization.sh
AVATARARTS_CURRENT_STATUS.md,Automation Scripts,2.00,N/A,0.004,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/AVATARARTS_CURRENT_STATUS.md
AVATARARTS_FOUNDATION.md,Automation Scripts,2.00,N/A,0.007,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/AVATARARTS_FOUNDATION.md
final_comprehensive_analysis.sh,Data Analysis,1.00,N/A,0.011,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/final_comprehensive_analysis.sh
xeo0.txt,General,0.00,N/A,10.824,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/xeo0.txt
summarize_manifest.py,General,0.00,low,0.003,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/summarize_manifest.py
FUNCTIONS_AND_ALIASES.md,AI/ML,1.00,N/A,0.009,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/FUNCTIONS_AND_ALIASES.md
consolidation_preview.sh,General,0.00,N/A,0.011,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/consolidation_preview.sh
AVATARARTS_EMPIRE_NOTION_DATABASE.md,Automation Scripts,2.00,N/A,0.013,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/AVATARARTS_EMPIRE_NOTION_DATABASE.md
consolidation_status.json,AI/ML,1.00,N/A,0.001,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/consolidation_status.json
DOT_DIRS_FULL_FINDINGS.csv,Web Development,1.00,N/A,0.008,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/DOT_DIRS_FULL_FINDINGS.csv
qwen_conversations_clean.html,Web Development,0.00,N/A,3.3,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/qwen_conversations_clean.html
summarize_manifestr.py,General,0.00,low,0.002,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/summarize_manifestr.py
AVATARARTS_ECOSYSTEM_COMPLETE_TRANSFORMATION_CERTIFICATE.md,General,1.00,N/A,0.013,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/AVATARARTS_ECOSYSTEM_COMPLETE_TRANSFORMATION_CERTIFICATE.md
don_s_DoMinionv_-_faLse_Prophecies.csv,Automation Scripts,1.00,N/A,0.164,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/don_s_DoMinionv_-_faLse_Prophecies.csv
CODESTER_vs_GUMROAD_STRATEGY.md,Automation Scripts,2.00,N/A,0.013,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/CODESTER_vs_GUMROAD_STRATEGY.md
ETSY_CONTENT_REVIEW.txt,Data Analysis,0.00,N/A,0.003,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/ETSY_CONTENT_REVIEW.txt
BATCH2_COMPLETE.txt,AI/ML,1.00,N/A,0.002,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/BATCH2_COMPLETE.txt
consolidate_marketmaster.sh,Automation Scripts,0.00,N/A,0.007,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/consolidate_marketmaster.sh
qwen_conversations_export.html,Web Development,0.00,N/A,3.147,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/qwen_conversations_export.html
filesystem_master_index_20260205_182527.txt,AI/ML,1.00,N/A,0.019,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/filesystem_master_index_20260205_182527.txt
manifest.tsv,AI/ML,1.00,N/A,0.052,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/manifest.tsv
pyproject.toml,Automation Scripts,0.00,N/A,0.0,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/pyproject.toml
selective_deduplication.py,General,0.00,low,0.007,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/selective_deduplication.py
check_grok_setup_full.sh,Automation Scripts,1.00,N/A,0.003,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/check_grok_setup_full.sh
AVATARARTS_COMPLETE_PROJECT_SUMMARY_AND_CELEBRATION.md,AI/ML,2.00,N/A,0.011,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/AVATARARTS_COMPLETE_PROJECT_SUMMARY_AND_CELEBRATION.md
setup_dev.sh,AI/ML,1.00,N/A,0.0,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/setup_dev.sh
TOP_20_MARKETPLACE_DESCRIPTIONS.md,Automation Scripts,1.00,N/A,0.007,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/TOP_20_MARKETPLACE_DESCRIPTIONS.md
GEMINIi.md,Automation Scripts,2.00,N/A,0.003,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/GEMINIi.md
gumroad-massive.txt,General,0.00,N/A,0.995,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/gumroad-massive.txt
xEo-loveable.txt,AI/ML,1.00,N/A,0.262,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/xEo-loveable.txt
ETSY_CONSOLIDATION_COMPLETE.txt,Data Analysis,0.00,N/A,0.004,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/ETSY_CONSOLIDATION_COMPLETE.txt
consolidation_preview.csv,Web Development,0.00,N/A,0.159,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/consolidation_preview.csv
GUMROAD_QUICK_START.txt,AI/ML,2.00,N/A,0.011,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/GUMROAD_QUICK_START.txt
maintenance_output.log,AI/ML,1.00,N/A,0.005,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/maintenance_output.log
content_audit_report.txt,Data Analysis,1.00,N/A,0.001,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/content_audit_report.txt
review-xeo-ai.lovable.txt,AI/ML,1.00,N/A,0.064,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/review-xeo-ai.lovable.txt
execute_special_cases.sh,AI/ML,1.00,N/A,0.003,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/execute_special_cases.sh
compare_hashes.py,General,0.00,low,0.001,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/compare_hashes.py
TWITTER_USERNAME_SUGGESTIONS.md,AI/ML,1.00,N/A,0.012,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/TWITTER_USERNAME_SUGGESTIONS.md
DOT_DIRS_FULL_FINDINGS.md,AI/ML,1.00,N/A,0.013,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/DOT_DIRS_FULL_FINDINGS.md
GUMROAD_MASTER_INDEX.md,AI/ML,2.00,N/A,0.011,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/GUMROAD_MASTER_INDEX.md
move_marketplace_docs.sh,General,1.00,N/A,0.006,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/move_marketplace_docs.sh
READMEd.md,Automation Scripts,1.00,N/A,0.005,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/READMEd.md
marketmaster_complete_guide.sh,Automation Scripts,0.00,N/A,0.008,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/marketmaster_complete_guide.sh
xsh_tool.zsh,General,0.00,N/A,0.004,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/xsh_tool.zsh
reorganization_preview_2026_MASTER_V3.csv,Automation Scripts,0.00,N/A,0.09,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/reorganization_preview_2026_MASTER_V3.csv
verify_zsh_config.zsh,Automation Scripts,1.00,N/A,0.001,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/verify_zsh_config.zsh
REVIEW_BEFORE_MOVING.txt,Automation Scripts,1.00,N/A,0.006,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/REVIEW_BEFORE_MOVING.txt
AVATARARTS_IMPLEMENTATION_PLAN.md,Automation Scripts,2.00,N/A,0.01,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/AVATARARTS_IMPLEMENTATION_PLAN.md
FULL_HOME_REVIEW_2026-02-04.md,Data Analysis,1.00,N/A,0.014,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/FULL_HOME_REVIEW_2026-02-04.md
local_down.txt,General,0.00,N/A,8.211,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/local_down.txt
consolidate_business_ecosystem.sh,Automation Scripts,1.00,N/A,0.013,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/consolidate_business_ecosystem.sh
filesystem_master_index_20260205_182454.txt,AI/ML,1.00,N/A,0.011,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/filesystem_master_index_20260205_182454.txt
gemini_context_audit.csv,AI/ML,0.00,N/A,0.006,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/gemini_context_audit.csv
icloud_manifest.txt,General,0.00,N/A,0.208,/Users/steven/iterm2/Codex/skills/workspace-ecosystem-audit/targets_batch_20260208/icloud_manifest.txt
